image_id,Child,Smile,Female,Male,PeopleNumber,Text,close_up,Indoors,Outdoors,dominantColor,LOGO,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Sponsor Id,Sponsor Name,Overperforming Score,Contrast,ANGRY,CALM,CONFUSED,DISGUSTED,FEAR,HAPPY,SAD,SURPRISED
121824333_1780170455456980_1945710384918790628_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10014,2020-10-20 13:56:05 EDT,20-10-20,13:56:05,Photo,46,46,0,0,FALSE,https://www.instagram.com/p/CGkxKQXFwgC/,https://www.instagram.com/p/CGkxKQXFwgC/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/121824333_1780170455456980_1945710384918790628_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=D6Xj4RrduiAAX-mrPc7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a55dc606c55706cbffa95dd3a7af105b&oe=613F6905,,,,1.39,HIGH,0,0,0,0,0,1,0,0
122072259_123359139319109_6287889894631903949_n,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,green,1,Feed the Children,feedthechildrenorg,10022,2020-10-23 13:09:35 EDT,23-10-20,13:09:35,Photo,31,31,0,0,FALSE,https://www.instagram.com/p/CGsaOaeBO4R/,https://www.instagram.com/p/CGsaOaeBO4R/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122072259_123359139319109_6287889894631903949_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=MygtZNFcZ0sAX9lAeRY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=644a5a2be33cd9e2a44dc52240dcf3d6&oe=613FE063,,,,-1.06,HIGH,0,0,0,0,0,1,0,0
122206176_178888567112246_6359471273478895236_n,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10019,2020-10-22 17:23:28 EDT,22-10-20,17:23:28,Photo,34,34,0,0,FALSE,https://www.instagram.com/p/CGqSfHkh1gm/,https://www.instagram.com/p/CGqSfHkh1gm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122206176_178888567112246_6359471273478895236_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=pMkx3qYOY7IAX-PAnrk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=37472f8ad9609332c88ef5640a506e48&oe=6140B314,,,,1.03,HIGH,0,1,0,0,0,0,0,0
122304168_344864089910544_4724310979507549618_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE,grey,1,Feed the Children,feedthechildrenorg,10021,2020-10-21 13:10:58 EDT,21-10-20,13:10:58,Photo,44,44,0,0,FALSE,https://www.instagram.com/p/CGnQy0ph-W6/,https://www.instagram.com/p/CGnQy0ph-W6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122304168_344864089910544_4724310979507549618_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Bqd2sopYx9AAX_oIY3t&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c567d3697d13f58f79ece2c6f39c5350&oe=61405324,,,,1.33,HIGH,0,1,0,0,0,0,0,0
122410166_2911323189154255_3253679167624258645_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10032,2020-10-24 22:17:28 EDT,24-10-20,22:17:28,Photo,58,58,0,0,FALSE,https://www.instagram.com/p/CGv9uIZB4kS/,https://www.instagram.com/p/CGv9uIZB4kS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122410166_2911323189154255_3253679167624258645_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=pzVqXmrWWA0AX8BXytr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=20584fdc22b184e8ce935218d0344857&oe=613F9EDB,,,,1.76,HIGH,0,0,0,0,0,1,0,0
122428519_380431642998849_6428864620444902412_n,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10032,2020-10-26 12:48:08 EDT,26-10-20,12:48:08,Photo,36,36,0,0,FALSE,https://www.instagram.com/p/CG0GJwzF0x4/,https://www.instagram.com/p/CG0GJwzF0x4/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/122428519_380431642998849_6428864620444902412_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=NjYfhXrpqasAX830fFE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=7840aad37f7b8e894ccc7f4d3620c2d1&oe=61407C9D,,,,1.09,HIGH,0,1,0,1,0,0,0,0
122490013_211319450421384_2092484615927256518_n,FALSE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10032,2020-10-25 15:11:06 EDT,25-10-20,15:11:06,Photo,54,54,0,0,FALSE,https://www.instagram.com/p/CGxxt5LFach/,https://www.instagram.com/p/CGxxt5LFach/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/122490013_211319450421384_2092484615927256518_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=tkPLqEiMa2YAX-IlEJq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2bb6cf0a67c43b981b429f590426b78b&oe=61401870,,,,1.64,HIGH,0,1,0,0,0,0,1,0
122867295_1093050101112843_136884334334824876_n,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10036,2020-10-27 13:41:53 EDT,27-10-20,13:41:53,Photo,59,59,0,0,FALSE,https://www.instagram.com/p/CG2xGfspF4j/,https://www.instagram.com/p/CG2xGfspF4j/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122867295_1093050101112843_136884334334824876_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=h5G1LGngKbkAX_FlERH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3c3f7d0e4e65fb3d706ea6d958039547&oe=613F871A,,,,1.79,HIGH,0,1,0,0,0,0,0,0
122994328_828616691300499_2867639973623725644_n,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10050,2020-10-30 13:23:41 EDT,30-10-20,13:23:41,Photo,38,38,0,0,FALSE,https://www.instagram.com/p/CG-dZ6bB8dO/,https://www.instagram.com/p/CG-dZ6bB8dO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122994328_828616691300499_2867639973623725644_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=4lDsq_Vx33UAX-YwoSU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3584e4c3f9f4ee279e37095ceb47350e&oe=61401B5C,,,,1.15,HIGH,0,1,0,0,0,0,0,0
123116681_153045513167994_9137339558312669396_n,TRUE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10052,2020-10-29 17:30:45 EDT,29-10-20,17:30:45,Photo,45,45,0,0,FALSE,https://www.instagram.com/p/CG8U4ithp0h/,https://www.instagram.com/p/CG8U4ithp0h/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/123116681_153045513167994_9137339558312669396_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=DGPAzi1jj0gAX_aUWYX&_nc_oc=AQn2n74E_cjgfkArmryP1KR-vGZEAg1mHJR0ekp58e9Hf6yaZW6hu3mZsA49vT7KVY8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=dff9dfb43c2f45d7ac82f2247d508952&oe=613FEC88,,,,1.36,HIGH,0,0,0,0,0,1,0,0
123141561_1267135633651462_5720645127119090783_n,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10038,2020-10-31 22:35:06 EDT,31-10-20,22:35:06,Photo,60,60,0,0,FALSE,https://www.instagram.com/p/CHCBTCNLED5/,https://www.instagram.com/p/CHCBTCNLED5/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/123141561_1267135633651462_5720645127119090783_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=lAz3i1g7LRoAX_REEPv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=7fd8facc8b3a4745b1cf4ad06d247b53&oe=613F4339,,,,1.82,HIGH,0,1,0,0,0,0,0,0
123328911_3462666127119970_625448277645958872_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10062,2020-11-03 10:55:09 EST,03-11-20,10:55:09,Photo,37,37,0,0,FALSE,https://www.instagram.com/p/CHImcqFFfCj/,https://www.instagram.com/p/CHImcqFFfCj/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/123328911_3462666127119970_625448277645958872_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=gclHLIoR2SQAX-qtS1C&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=697313238eb97fb1727d6dacdefc4800&oe=6140E067,,,,1.12,HIGH,0,0,0,0,0,1,0,0
123532444_385751479432067_7559469790800932552_n,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10038,2020-11-01 16:19:08 EST,01-11-20,16:19:08,Photo,64,61,3,0,FALSE,https://www.instagram.com/p/CHEB8CHBWj3/,https://www.instagram.com/p/CHEB8CHBWj3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/123532444_385751479432067_7559469790800932552_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=CKRscoKaWH0AX8PIPqY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=72404843a06fc071b55b642bd6902bd5&oe=613FF46F,,,,1.94,HIGH,0,0,0,0,0,1,0,0
123654101_274406963971522_1615149883996576736_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10037,2020-11-06 13:44:56 EST,06-11-20,13:44:56,Photo,45,45,0,0,FALSE,https://www.instagram.com/p/CHQoRByBYiA/,https://www.instagram.com/p/CHQoRByBYiA/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/123654101_274406963971522_1615149883996576736_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Jl2EsEi_GvUAX-dDUz_&_nc_oc=AQncc7crw5PsJE_-6ltmV3gwgHrjqAQjPJyYUZ0hc_Be-fFZPDQUJs5FYY1hgKM6xr4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c1a013187b21f5e2b0e2ffe08e438df7&oe=613F91CA,,,,1.36,HIGH,0,0,0,0,0,1,0,0
123967939_1889415444529885_6474357885777604523_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,green,1,Feed the Children,feedthechildrenorg,10054,2020-11-08 11:08:17 EST,08-11-20,11:08:17,Photo,34,34,0,0,FALSE,https://www.instagram.com/p/CHVf7g4BAfe/,https://www.instagram.com/p/CHVf7g4BAfe/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/123967939_1889415444529885_6474357885777604523_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=YxI9AeqK1HAAX-8IFAz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9513ae29de87486ade72af9f52cf5711&oe=613F6D5E,,,,1.03,HIGH,0,1,0,0,0,0,0,0
124012653_117756403303410_4922606587156541770_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10058,2020-11-09 12:10:34 EST,09-11-20,12:10:34,Photo,40,40,0,0,FALSE,https://www.instagram.com/p/CHYL2iRhJe9/,https://www.instagram.com/p/CHYL2iRhJe9/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/124012653_117756403303410_4922606587156541770_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=_91gCOoOZrkAX9027uu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5005d99ded6aab0fbbd29f73b8afda26&oe=6140113D,,,,1.21,HIGH,0,0,0,0,0,0,0,0
124424413_1072678663178938_5973684684220665589_n,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10062,2020-11-11 16:11:03 EST,11-11-20,16:11:03,Photo,45,44,1,0,FALSE,https://www.instagram.com/p/CHdw9qmBBz4/,https://www.instagram.com/p/CHdw9qmBBz4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/124424413_1072678663178938_5973684684220665589_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=ABZ9bYBCTngAX-E7Sal&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=be7a6d2d8211e662506883c21cbe77a6&oe=613F7580,,,,1.36,HIGH,0,0,0,0,0,1,0,0
124613584_730706847795562_4210524473156073113_n,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10073,2020-11-12 16:00:37 EST,12-11-20,16:00:37,Photo,39,39,0,0,FALSE,https://www.instagram.com/p/CHgUkIvh-L0/,https://www.instagram.com/p/CHgUkIvh-L0/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/124613584_730706847795562_4210524473156073113_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=nLqBaEHigDQAX_ZOhjS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8d5804fb4186c267cc44d7f28a1451ec&oe=61406563,,,,1.18,HIGH,0,1,0,0,0,0,1,0
124683212_211352007090248_862268143258907161_n,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10073,2020-11-11 21:11:05 EST,11-11-20,21:11:05,Photo,55,55,0,0,FALSE,https://www.instagram.com/p/CHeTS5MDXPT/,https://www.instagram.com/p/CHeTS5MDXPT/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/124683212_211352007090248_862268143258907161_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=skau3aH6E0UAX-qAK6s&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5f02711d75f370691015d79a8ed959ad&oe=613F3EB4,,,,1.67,HIGH,0,0,0,0,0,0,0,0
124747788_694162484616482_1422032082901260940_n,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10077,2020-11-13 12:12:42 EST,13-11-20,12:12:42,Photo,46,46,0,0,FALSE,https://www.instagram.com/p/CHifRqChlxn/,https://www.instagram.com/p/CHifRqChlxn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/124747788_694162484616482_1422032082901260940_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=zsEDy7d-DWQAX9iG596&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f69aca9e1736ebb50009bb8899c691ba&oe=61406E48,,,,1.39,HIGH,0,0,0,0,0,1,0,0
125175247_106416284547475_3228528288371724786_n,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10062,2020-11-11 11:52:53 EST,11-11-20,11:52:53,Photo,44,44,0,0,FALSE,https://www.instagram.com/p/CHdTaz_BI_B/,https://www.instagram.com/p/CHdTaz_BI_B/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/125175247_106416284547475_3228528288371724786_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=25Pn4-y-4t4AX-ec5Nx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=750ac8ae1e9c83827cb08bf66c25759f&oe=61402728,,,,1.33,HIGH,0,0,0,0,0,1,0,0
125261259_702119104043997_2856965448003959045_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10094,2020-11-15 12:55:06 EST,15-11-20,12:55:06,Photo,36,36,0,0,FALSE,https://www.instagram.com/p/CHnttqbFjba/,https://www.instagram.com/p/CHnttqbFjba/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/125261259_702119104043997_2856965448003959045_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=_-5Z3UVV860AX8sS8xV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=cf55806bea1c9a72c370b0c4bceab464&oe=6140DB91,,,,1.09,HIGH,0,0,0,0,0,0,0,0
125270107_901456207293832_6083060687893152048_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10101,2020-11-16 11:54:12 EST,16-11-20,11:54:12,Photo,35,34,1,0,FALSE,https://www.instagram.com/p/CHqLipclmcI/,https://www.instagram.com/p/CHqLipclmcI/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/125270107_901456207293832_6083060687893152048_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=bJc8t61302sAX_U7TgW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e232246633ffe409728ce3c127f67764&oe=614055DD,,,,1.06,HIGH,0,1,0,0,0,0,0,0
125503668_193041965665884_9092623446562514972_n,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10107,2020-11-17 13:04:54 EST,17-11-20,13:04:54,Photo,36,36,0,0,FALSE,https://www.instagram.com/p/CHs4bdABsOn/,https://www.instagram.com/p/CHs4bdABsOn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/125503668_193041965665884_9092623446562514972_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=niauxlbB37MAX-uMEvm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=bd8a43b4be2f94a6ba7975ff0840cf78&oe=6140B1E6,,,,1.09,HIGH,0,0,0,0,0,1,0,0
126099372_1664154343786779_6809472625750764469_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10135,2020-11-20 12:26:27 EST,20-11-20,12:26:27,Photo,34,34,0,0,FALSE,https://www.instagram.com/p/CH0iadpB_no/,https://www.instagram.com/p/CH0iadpB_no/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/126099372_1664154343786779_6809472625750764469_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=TAtjc8OSfYwAX-q9kGt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c12f18cb0cbc7080343e483e3062e3a5&oe=6140906D,,,,1.03,HIGH,0,0,0,0,0,1,0,0
126186022_708725853379028_1688620707079628156_n,FALSE,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10121,2020-11-19 16:03:07 EST,19-11-20,16:03:07,Photo,34,33,1,0,FALSE,https://www.instagram.com/p/CHyWajMhdXl/,https://www.instagram.com/p/CHyWajMhdXl/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/126186022_708725853379028_1688620707079628156_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=LWPZIX-XJhYAX9TIQca&_nc_oc=AQmXa--FN02IWai9__C07eo1u4Wy37mqfSwteAlLxEq1FD3-p3ez21RlY1jxxPt5tA0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c666362a2199be55b900d2f44b7565b2&oe=6140AF6B,,,,1.03,HIGH,0,0,0,0,0,0,0,0
126209561_456075972455017_9097080936026352528_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10135,2020-11-20 12:15:12 EST,20-11-20,12:15:12,Photo,38,38,0,0,FALSE,https://www.instagram.com/p/CH0hHyEFafE/,https://www.instagram.com/p/CH0hHyEFafE/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/126209561_456075972455017_9097080936026352528_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=DEnOcLezAQYAX_-403t&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ee90478602054085d0e27bd7ee472c1a&oe=613EFA08,,,,1.15,HIGH,0,0,0,0,0,1,0,0
126311280_1307176966315453_5821322410699420132_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10148,2020-11-21 19:15:06 EST,21-11-20,19:15:06,Photo,43,43,0,0,FALSE,https://www.instagram.com/p/CH31-FWjQU4/,https://www.instagram.com/p/CH31-FWjQU4/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/126311280_1307176966315453_5821322410699420132_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=vAcl0AiVUqcAX8DCvHS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e7dba68b6ec8b9e39b83c553e601e158&oe=6140B9D5,,,,1.3,HIGH,0,0,0,0,0,1,0,0
126325052_709261970016417_3416936671868984411_n,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10148,2020-11-21 21:30:09 EST,21-11-20,21:30:09,Photo,53,53,0,0,FALSE,https://www.instagram.com/p/CH4FbMVj9Ix/,https://www.instagram.com/p/CH4FbMVj9Ix/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/126325052_709261970016417_3416936671868984411_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=avxbU0d3GjEAX-ziy-t&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6e88005d239cd28d017b098f54a898f2&oe=613FBF4E,,,,1.61,HIGH,0,0,0,0,0,1,0,0
127174403_282857573165871_9110730930373012310_n,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10148,2020-11-22 13:15:37 EST,22-11-20,13:15:37,Photo,28,28,0,0,FALSE,https://www.instagram.com/p/CH5xoZxhbvz/,https://www.instagram.com/p/CH5xoZxhbvz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/127174403_282857573165871_9110730930373012310_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=6ilv8VmE1SoAX91mKwr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=76171991c4b763943328c84c08e6a2f4&oe=613F040A,,,,-1.18,HIGH,0,0,0,0,0,0,0,0
127184809_417389502770252_3297708244533259829_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,cyan,1,Feed the Children,feedthechildrenorg,10158,2020-11-24 13:41:43 EST,24-11-20,13:41:43,Photo,35,35,0,0,FALSE,https://www.instagram.com/p/CH--NNkhhw1/,https://www.instagram.com/p/CH--NNkhhw1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/127184809_417389502770252_3297708244533259829_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=fEvi66bH2fcAX9Rl5Pg&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=22064d4a11f9e4ed17ba2fc352b0579d&oe=61409A70,,,,1.06,HIGH,0,0,0,0,0,0,0,0
127298776_382927742972944_4923244024362039070_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10172,2020-11-27 11:56:35 EST,27-11-20,11:56:35,Photo,28,28,0,0,FALSE,https://www.instagram.com/p/CIGgj66BHuG/,https://www.instagram.com/p/CIGgj66BHuG/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/127298776_382927742972944_4923244024362039070_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=gdKBJV-KBa0AX8w1Gc9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1ef773e23e8523fa98ae8d59312bbbbf&oe=613FFDC8,,,,-1.18,HIGH,0,0,0,0,0,1,0,0
127429376_373756437065945_3774362835219128056_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10160,2020-11-25 11:48:09 EST,25-11-20,11:48:09,Photo,42,41,1,0,FALSE,https://www.instagram.com/p/CIBWAAilrv7/,https://www.instagram.com/p/CIBWAAilrv7/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/127429376_373756437065945_3774362835219128056_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=3tp1J2RCDRUAX_9oEk4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6799aa71f1887a3867184053d91e9077&oe=613FDB4F,,,,1.27,HIGH,0,0,0,0,0,1,0,0
127762119_1767913723363411_9105230347706007589_n,TRUE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,brown,1,Feed the Children,feedthechildrenorg,10170,2020-11-26 15:40:10 EST,26-11-20,15:40:10,Photo,32,32,0,0,FALSE,https://www.instagram.com/p/CIEVWOvlXqi/,https://www.instagram.com/p/CIEVWOvlXqi/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/127762119_1767913723363411_9105230347706007589_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=-aX8AxRaYL4AX-wOJVc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=443de68f2a339e02b1a0060844e33598&oe=613F976D,,,,-1.03,HIGH,0,0,0,0,0,1,0,0
127977079_827669638070140_7739091571815444982_n,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,grey,1,Feed the Children,feedthechildrenorg,10172,2020-11-28 21:35:30 EST,28-11-20,21:35:30,Photo,47,46,1,0,FALSE,https://www.instagram.com/p/CIKHm3QhM0Z/,https://www.instagram.com/p/CIKHm3QhM0Z/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/127977079_827669638070140_7739091571815444982_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=-89e8i8mwdEAX9NlZ0m&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3242f775a3a4e8cc826e1baa30c4e29a&oe=6140757C,,,,1.42,HIGH,0,0,0,0,0,1,0,0
