Child,Smile,Female,Male,PeopleNumber,Text,close_up,Indoors,Outdoors,dominantColor,LOGO,Followers at Posting,Total Interactions,Contrast,ANGRY,CALM,CONFUSED,DISGUSTED,FEAR,HAPPY,SAD,SURPRISED
1,1,1,1,2,0,0,0,0,brown,1,152769,285,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,1,0,0,grey,1,27839907,20266,HIGH,0,1,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,grey,1,145170,224,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,1946604,532,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,cyan,1,27862123,14820,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,blue,1,27880670,18856,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,brown,1,152918,236,HIGH,0,0,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,cyan,1,27880670,21369,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,0,0,cyan,1,145240,149,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,green,1,27880670,3647,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,grey,1,152990,221,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,27882829,11972,HIGH,0,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,brown,0,866951,260,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,brown,1,1947536,448,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,1,27888210,20264,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,brown,0,866987,848,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,cyan,1,27888210,24035,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,145299,158,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,2,1,0,0,1,brown,1,153117,258,HIGH,0,1,0,0,0,1,1,0
1,1,1,0,1,0,0,0,0,brown,1,153185,205,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,cyan,1,27891870,5063,LOW,0,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,grey,1,1947831,565,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,brown,0,866997,655,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,0,cyan,0,867003,895,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,grey,1,27895552,35532,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,white,1,1948189,182,LOW,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,brown,1,153242,384,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,green,1,1948189,247,HIGH,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,grey,1,153242,500,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,cyan,1,153242,131,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,1,1948598,281,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,cyan,0,867023,715,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,grey,1,27897105,640610,HIGH,0,0,0,0,1,0,0,0
0,1,1,1,2,0,0,0,0,cyan,1,27897105,13754,HIGH,0,0,0,0,1,1,0,0
1,1,1,0,1,0,0,0,0,brown,1,153298,284,HIGH,0,1,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,cyan,1,145487,192,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,green,1,1949004,570,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,brown,1,27912659,12518,LOW,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,grey,0,867029,372,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,grey,1,27912659,12739,HIGH,0,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,brown,1,27912659,21194,HIGH,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,purple,1,145550,404,HIGH,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,red,1,1949470,158,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,grey,0,867035,844,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,0,0,grey,1,1949680,543,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,0,867028,215,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,0,0,yellow,0,867028,283,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,1949680,879,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,brown,1,27926730,97644,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,1,153486,326,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,0,0,brown,1,145653,203,HIGH,0,1,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,cyan,0,867036,1043,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,brown,1,27935883,19341,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0,brown,1,153623,178,HIGH,0,0,0,0,0,0,1,0
1,1,0,1,1,0,0,0,0,grey,0,867041,173,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,grey,1,27935883,15244,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,cyan,1,153623,1520,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,brown,1,145719,145,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,cyan,1,27938257,6027,HIGH,0,0,0,0,0,0,1,0
1,1,1,1,2,0,0,0,0,cyan,0,867063,355,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,white,0,867063,439,LOW,0,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,grey,1,145749,153,HIGH,0,1,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,cyan,1,27938257,24843,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,brown,1,153794,249,HIGH,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,grey,1,27938257,5542,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,brown,1,1949631,269,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,cyan,1,145786,151,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,cyan,1,27940771,30600,HIGH,0,1,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,green,1,1949904,447,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,0,0,brown,1,154000,454,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,cyan,0,867171,448,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,brown,1,27940771,21810,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,0,0,brown,1,154000,358,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,1,0,0,0,cyan,1,1950082,452,HIGH,0,0,0,0,1,0,0,0
0,1,1,0,1,1,1,0,0,grey,1,27940771,617161,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,0,0,cyan,0,867199,520,HIGH,0,0,0,0,0,0,1,0
1,1,0,1,1,0,0,0,0,grey,1,27943236,1453348,HIGH,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,grey,0,867214,506,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,1,154201,422,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,cyan,1,27943236,4515,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,cyan,1,145935,136,HIGH,0,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,0,grey,1,1950511,413,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,pink,1,1950511,816,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,brown,1,154448,6889,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,27980390,1869916,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,0,cyan,0,867283,252,HIGH,0,0,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,grey,1,146024,182,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,0,0,1,0,brown,0,867283,715,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,1,27980390,27443,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,brown,1,154502,320,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,grey,1,27980390,22148,HIGH,1,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,cyan,1,146057,81,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,grey,0,867287,497,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,1,grey,1,1951203,706,LOW,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,grey,1,154542,175,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,brown,1,1951203,525,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,grey,1,154616,212,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,1,0,brown,0,867281,733,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,0,0,brown,1,146150,171,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,grey,1,28016047,593961,HIGH,0,1,0,0,0,0,1,0
0,1,0,1,2,0,0,0,0,grey,0,867266,283,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,cyan,1,154744,266,HIGH,0,1,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,1,154744,231,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,1,cyan,1,146214,126,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,0,0,purple,0,867270,360,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,1,0,0,0,brown,1,28042121,7655,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,grey,1,28042121,4612,HIGH,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,grey,1,28042121,26242,HIGH,0,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,grey,1,1952554,452,HIGH,0,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,grey,1,28042121,1096526,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,28046451,34631,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,1,0,0,grey,1,28046451,7767,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,green,0,867260,202,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,1,0,0,0,grey,0,867260,161,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,cyan,1,1952890,300,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,grey,1,146261,53,LOW,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,brown,1,155067,438,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,brown,0,867288,163,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,1,grey,1,28064720,11853,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,green,1,28064646,1768985,HIGH,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,purple,1,1953508,610,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,cyan,1,1953508,604,HIGH,0,1,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,brown,0,867263,401,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,1,0,brown,1,28064646,8015,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,grey,1,28064646,458330,HIGH,0,0,0,0,1,0,0,0
0,1,1,0,1,1,0,0,0,brown,1,155212,335,HIGH,0,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,grey,1,28102038,1246301,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,2,0,0,0,0,green,1,1954019,346,HIGH,0,1,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,0,867259,120,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,pink,1,155285,10,HIGH,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,blue,1,28102038,8617,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,brown,1,1954705,576,HIGH,0,1,0,0,1,0,0,0
1,1,0,1,2,0,0,0,0,brown,1,28130087,7281,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,cyan,1,1955097,655,HIGH,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,brown,1,28130087,1670,LOW,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,blue,1,28130087,209379,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,pink,0,867709,141,HIGH,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,grey,1,155519,85,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,28141460,17674,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,grey,0,867676,144,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,28141460,14236,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,grey,1,1955939,445,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,white,1,28147217,5526,LOW,0,1,0,0,0,0,0,0
0,1,1,1,2,0,0,0,0,grey,1,28147217,4590,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,white,1,155718,54,LOW,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,white,1,156132,70,LOW,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,grey,1,155653,999,LOW,0,0,0,0,0,0,0,0
0,1,1,1,2,0,0,0,0,green,1,28147217,30894,HIGH,0,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,brown,0,867463,1074,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,grey,1,28148041,309748,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0,grey,1,146512,137,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,cyan,0,867441,621,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,cyan,1,28148041,22100,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,0,0,cyan,1,1956953,395,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,0,0,green,1,28152998,422265,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,1,grey,0,867197,458,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,cyan,1,28152998,1099182,HIGH,0,1,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,brown,1,146575,220,HIGH,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,cyan,0,867206,342,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,1,0,0,0,grey,1,1957590,445,HIGH,0,1,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0,brown,1,155787,236,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,brown,1,1957590,290,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,brown,1,155855,129,HIGH,0,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,cyan,1,155855,125,HIGH,0,0,0,0,0,1,1,0
0,1,1,0,1,0,0,0,0,brown,1,1958116,677,HIGH,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,1,cyan,0,867129,269,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,grey,1,146663,208,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,brown,1,28186679,25690,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,green,1,1958604,256,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,1,28198483,8651,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,grey,1,146711,170,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,1,1958900,441,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,brown,1,28198483,835000,HIGH,0,1,0,0,0,0,0,0
0,1,1,1,2,0,0,0,0,grey,0,867111,388,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,red,1,146762,416,HIGH,0,1,0,0,0,1,0,0
0,1,1,1,2,1,0,0,0,cyan,1,156132,69,HIGH,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,white,1,156132,86,LOW,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,cyan,1,1959184,788,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,grey,1,146792,158,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,1959184,324,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,grey,1,28223530,14666,HIGH,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,0,0,grey,1,28223530,4014,HIGH,0,1,0,0,0,0,0,0
0,1,1,1,2,0,0,0,0,brown,0,867070,260,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,brown,1,1959460,381,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,brown,1,1959460,1052,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,1,28225279,27978,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,grey,1,28225279,5714,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,1959875,264,HIGH,0,1,0,0,0,0,0,0
0,1,1,1,2,0,0,0,1,grey,1,146838,178,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,grey,1,28227028,851393,HIGH,0,1,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,28227028,24061,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,grey,1,1960364,200,LOW,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,146853,195,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,2,0,1,0,0,cyan,0,867023,180,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,1,0,grey,1,28255420,48771,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,green,1,28243528,3465,HIGH,0,0,0,0,0,0,0,0
1,1,1,1,2,1,0,0,0,cyan,1,28247887,36515,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,cyan,1,28244152,23988,HIGH,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,grey,1,28244152,15685,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,cyan,1,28243528,11695,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,cyan,1,28255835,38989,HIGH,0,1,0,0,0,0,0,0
0,1,0,1,1,1,0,0,0,cyan,1,28243528,33273,HIGH,0,0,0,0,0,0,0,0
1,1,0,1,2,0,0,1,0,cyan,1,28255835,10502,HIGH,0,1,1,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,1,1960834,347,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,1,cyan,1,28280476,38454,HIGH,0,1,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,brown,1,1960834,461,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,cyan,1,28240267,13754,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,grey,0,866988,147,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,brown,1,1961367,287,HIGH,0,1,0,0,0,1,0,0
1,1,1,0,2,1,1,1,0,brown,0,866944,188,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,1,0,0,0,cyan,1,156494,182,HIGH,0,0,0,0,0,1,1,0
1,1,1,0,1,0,0,0,0,grey,0,866944,138,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,brown,1,156494,136,HIGH,0,0,0,0,0,0,1,0
0,1,1,0,1,0,0,0,0,brown,1,28244152,472322,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,brown,1,146979,125,HIGH,0,1,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,0,866862,225,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,brown,1,156555,372,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,pink,1,156555,134,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,grey,1,156555,152,HIGH,0,0,0,0,0,1,0,0
1,1,1,1,2,0,0,0,0,grey,1,28247887,15954,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,1962748,396,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,purple,1,1963473,465,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,28254737,3819,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,1,grey,1,1963473,232,HIGH,0,0,0,0,0,0,1,0
1,1,1,1,2,0,0,0,0,cyan,1,147073,146,HIGH,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,grey,0,866743,442,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,0,0,cyan,1,147115,22,HIGH,0,1,0,0,0,1,0,0
0,1,0,1,1,0,0,1,0,cyan,1,28255835,34768,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0,brown,0,866707,329,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,1,0,0,0,grey,0,866633,172,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,cyan,1,1964626,512,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,brown,1,156722,66,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,cyan,1,28255420,1299941,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,purple,0,866633,78,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,brown,0,866655,386,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,grey,0,866655,338,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,grey,1,156774,207,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,grey,1,28274381,13314,HIGH,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,grey,1,28274381,597674,HIGH,0,0,0,0,0,0,0,0
0,1,1,1,2,0,0,0,1,green,1,28280476,14430,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,grey,1,156919,139,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,cyan,1,28280476,1452150,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,grey,1,28280476,7737,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,brown,1,156919,6341,HIGH,0,0,0,0,0,0,0,0
1,1,1,0,2,0,1,0,0,brown,0,866660,554,HIGH,0,0,0,0,0,1,1,0
1,1,1,0,1,0,0,0,0,grey,1,28318662,12365,HIGH,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,grey,1,1965937,405,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,grey,1,28327441,10943,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,2,1,0,0,0,grey,1,1965937,410,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,green,0,866582,204,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,1,0,0,0,cyan,0,866550,774,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,grey,1,28328067,11517,LOW,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,cyan,1,28328067,15297,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,brown,1,157086,109,HIGH,0,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,grey,1,1966770,808,HIGH,0,1,0,0,1,0,0,0
1,1,1,0,2,0,0,0,0,grey,0,866537,184,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,grey,1,28328746,13305,LOW,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,28328746,14579,HIGH,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,cyan,0,866537,206,LOW,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,brown,1,157141,38,HIGH,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,grey,1,28329962,14374,LOW,0,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,0,brown,1,28329962,4116,HIGH,0,1,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,cyan,1,157209,113,HIGH,0,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,green,0,866510,639,HIGH,0,0,0,0,0,1,0,0
0,1,1,0,1,1,0,0,0,grey,1,28330657,11305,HIGH,0,0,0,0,0,1,0,0
0,1,0,1,2,0,0,0,0,brown,1,28330657,630124,HIGH,0,0,0,0,1,0,1,0
0,1,1,0,1,0,0,0,0,brown,0,866493,582,HIGH,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,cyan,1,28331163,369111,HIGH,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,1,grey,1,1968550,948,HIGH,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,grey,1,28331163,330581,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,grey,1,28368783,76238,HIGH,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,grey,1,28331163,453880,HIGH,0,0,0,0,0,0,1,0
1,1,1,1,2,0,0,0,0,blue,1,1969045,826,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0,grey,0,866461,256,HIGH,0,0,0,0,0,1,0,0
0,1,1,1,2,0,0,0,0,brown,1,28368783,932490,HIGH,0,1,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0,grey,0,866461,254,HIGH,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,brown,1,28368783,12561,HIGH,0,0,0,0,0,0,0,0
